filepath,ear
data/drowsy/A0644.png,0.2282315273766949
data/drowsy/Y0288.png,0.1786938835921149
data/drowsy/Y1196.png,0.21027934369151313
data/drowsy/X1385.png,0.2559693101706192
data/drowsy/D0073.png,0.2687008044719997
data/drowsy/H0531.png,0.2707508083963929
data/drowsy/I0722.png,0.2236453663397559
data/drowsy/ZB1417.png,0.2499182064544193
data/drowsy/L0115.png,0.24184271602309299
data/drowsy/M0306.png,0.18955565946288105
data/drowsy/V0609.png,0.2261568033923346
data/drowsy/P0843.png,0.1586983900857042
data/drowsy/I0044.png,0.26349380283591184
data/drowsy/W1062.png,0.25063461377367935
data/drowsy/K0394.png,0.28114830294601145
data/drowsy/H0257.png,0.420292339493416
data/drowsy/J0187.png,0.22340105027410406
data/drowsy/Q0488.png,0.24258606833441426
data/drowsy/X0925.png,0.1884588877727862
data/drowsy/A0122.png,0.18680425592270622
data/drowsy/A1228.png,0.19999378457530714
data/drowsy/X0931.png,0.21059904856186304
data/drowsy/A0136.png,0.21916401902925917
data/drowsy/P0857.png,0.12316984656442455
data/drowsy/ZC1176.png,0.37568419934680297
data/drowsy/W0368.png,0.2700841933663786
data/drowsy/L0667.png,0.23013401134842
data/drowsy/I0050.png,0.22667341032805255
data/drowsy/K0380.png,0.2876758414199243
data/drowsy/W1076.png,0.2899280678686854
data/drowsy/H0243.png,0.38342634436710876
data/drowsy/ZC0268.png,0.40648848319928355
data/drowsy/J0193.png,0.17057543562661948
data/drowsy/H0525.png,0.42121554559127183
data/drowsy/R0239.png,0.29941578615766967
data/drowsy/I0736.png,0.22733305985353686
data/drowsy/L0101.png,0.2718393740673109
data/drowsy/ZB1403.png,0.2661811649577503
data/drowsy/A0650.png,0.16346875453268295
data/drowsy/Y1182.png,0.15171705377180314
data/drowsy/A0888.png,0.19647578838543045
data/drowsy/D0067.png,0.24999347538936129
data/drowsy/X1391.png,0.196801743823063
data/drowsy/ZC0526.png,0.39370530382347946
data/drowsy/ZB0735.png,0.23906092230910908
data/drowsy/R0211.png,0.295647420905228
data/drowsy/W0426.png,0.27590840542780837
data/drowsy/V0635.png,0.2538409378661105
data/drowsy/A0678.png,0.21645560734773123
data/drowsy/A1200.png,0.18152685696787968
data/drowsy/X0919.png,0.18871732809179664
data/drowsy/V0153.png,0.23842491153653225
data/drowsy/T0283.png,0.13476084648732575
data/drowsy/W0340.png,0.2595293013271534
data/drowsy/U0090.png,0.2788547057863653
data/drowsy/ZB0053.png,0.29575751697599495
data/drowsy/O0954.png,0.3014857697831076
data/drowsy/I0078.png,0.24764435883157765
data/drowsy/ZC0240.png,0.41327808440353175
data/drowsy/O1492.png,0.30469622696982956
data/drowsy/V0147.png,0.24762326081844477
data/drowsy/O0798.png,0.16687271940629778
data/drowsy/T0297.png,0.1466147439044778
data/drowsy/W0354.png,0.19969246182969444
data/drowsy/U0084.png,0.24674098084803903
data/drowsy/ZB0047.png,0.20106393022418903
data/drowsy/O0940.png,0.27076369654489285
data/drowsy/ZC0254.png,0.3804164961489768
data/drowsy/L0883.png,0.24949378530150024
data/drowsy/ZA0184.png,0.20094598837622935
data/drowsy/O1486.png,0.29072307338719605
data/drowsy/A1214.png,0.22192086206068468
data/drowsy/G0198.png,0.19851701409093506
data/drowsy/E0248.png,0.26451062418581084
data/drowsy/ZC0532.png,0.3721855382194037
data/drowsy/ZB0721.png,0.2804319067992904
data/drowsy/R0205.png,0.3120515150592699
data/drowsy/W0432.png,0.26666781853414057
data/drowsy/V0621.png,0.24471621651865472
data/drowsy/N0206.png,0.15771971092074405
data/drowsy/O0015.png,0.27615096793655086
data/drowsy/I0939.png,0.2336180756635513
data/drowsy/ZB0912.png,0.3881358149524766
data/drowsy/N1118.png,0.142982123536847
data/drowsy/K0431.png,0.33972610866569886
data/drowsy/Y1155.png,0.17225846546776458
data/drowsy/G0173.png,0.17177725548073253
data/drowsy/X1346.png,0.15862727425934464
data/drowsy/F0360.png,0.48439981363013507
data/drowsy/X0058.png,0.2689682928730649
data/drowsy/A0687.png,0.17988850403124362
data/drowsy/B0022.png,0.11284688131895818
data/drowsy/C0231.png,0.41760547223508404
data/drowsy/X1420.png,0.27027384663086673
data/drowsy/F0406.png,0.46862189803032744
data/drowsy/I0087.png,0.27636140400904
data/drowsy/K0357.png,0.2505222321187321
data/drowsy/J0144.png,0.19084500879160893
data/drowsy/L0868.png,0.22848705434823843
data/drowsy/N0560.png,0.1476686736885908
data/drowsy/K0343.png,0.39955703157132183
data/drowsy/O1479.png,0.2545706350412835
data/drowsy/H0280.png,0.3694286760454977
data/drowsy/J0150.png,0.22008153888113327
data/drowsy/T0268.png,0.1486886760059093
data/drowsy/P0894.png,0.14623031255268115
data/drowsy/N0574.png,0.13428704287084559
data/drowsy/Y0539.png,0.18234909946171451
data/drowsy/B0036.png,0.25986843761517264
data/drowsy/C0225.png,0.4063086955236283
data/drowsy/X1434.png,0.16738929469696268
data/drowsy/F0412.png,0.4505364668549381
data/drowsy/G0167.png,0.1489275369001275
data/drowsy/X1352.png,0.18160377391786361
data/drowsy/F0374.png,0.4745096737144619
data/drowsy/A0693.png,0.18559853825965328
data/drowsy/N0212.png,0.1580241928087036
data/drowsy/O0001.png,0.2623611909721179
data/drowsy/ZB0906.png,0.38352700338181145
data/drowsy/Q0339.png,0.23559358446869594
data/drowsy/K0425.png,0.28839384682574565
data/drowsy/A0863.png,0.16957665699974533
data/drowsy/Y1169.png,0.2745948917929165
data/drowsy/X0064.png,0.17648758761935474
data/drowsy/Y0277.png,0.19505628639315015
data/drowsy/O0029.png,0.271950766582471
data/drowsy/T0526.png,0.1374998890954959
data/drowsy/I0905.png,0.20783999343857518
data/drowsy/Q0311.png,0.18511843113651102
data/drowsy/ZA0635.png,0.1800834875790313
data/drowsy/O1337.png,0.3048131100397179
data/drowsy/P0102.png,0.17352625316382297
data/drowsy/N1124.png,0.12473153288874048
data/drowsy/ZB0090.png,0.28469052993591076
data/drowsy/P0664.png,0.1522535374654586
data/drowsy/O0997.png,0.29032181008158475
data/drowsy/J0178.png,0.16708747999253917
data/drowsy/ZC0283.png,0.39016435192192067
data/drowsy/L0854.png,0.26659664583636145
data/drowsy/ZA0153.png,0.13311976739366047
data/drowsy/V0190.png,0.25788142696327504
data/drowsy/T0240.png,0.14650809616949667
data/drowsy/W0383.png,0.1407023395060628
data/drowsy/U0053.png,0.2527208192990769
data/drowsy/Y0511.png,0.14984289673764778
data/drowsy/X0702.png,0.2603988594529082
data/drowsy/Y0505.png,0.17160870579221188
data/drowsy/C0219.png,0.4217128040573931
data/drowsy/X0716.png,0.26576224950289734
data/drowsy/X1408.png,0.1888554935051
data/drowsy/P0670.png,0.17313047985239538
data/drowsy/W1089.png,0.2822266841957947
data/drowsy/ZB0084.png,0.2758513547446722
data/drowsy/Q0463.png,0.2198824120888107
data/drowsy/ZC0297.png,0.4127136238055238
data/drowsy/ZA0147.png,0.18073489868268183
data/drowsy/ZC1189.png,0.404829474032106
data/drowsy/V0184.png,0.22708050758468706
data/drowsy/T0254.png,0.14588941751642137
data/drowsy/W0397.png,0.23437908093082088
data/drowsy/L0698.png,0.252741554368921
data/drowsy/U0047.png,0.2818475199798248
data/drowsy/N0548.png,0.10680791934470912
data/drowsy/I0911.png,0.21223531205832652
data/drowsy/T0532.png,0.16767850449828597
data/drowsy/Q0305.png,0.20116700826124695
data/drowsy/O1323.png,0.3010640194276341
data/drowsy/P0116.png,0.1576081408198935
data/drowsy/K0419.png,0.36190724774871985
data/drowsy/N1130.png,0.18605572270038218
data/drowsy/A0877.png,0.18007937296521342
data/drowsy/F0348.png,0.31603244614590936
data/drowsy/D0098.png,0.25266028905863736
data/drowsy/X0070.png,0.18604013959253607
data/drowsy/Y0263.png,0.21814856246937725
data/drowsy/A0320.png,0.22758639905449704
data/drowsy/Y0934.png,0.19639147862992345
data/drowsy/J0385.png,0.19826794948258394
data/drowsy/N0979.png,0.11104600998708708
data/drowsy/H0055.png,0.3792974496882262
data/drowsy/K0196.png,0.22809380822100664
data/drowsy/P0499.png,0.1267622955767469
data/drowsy/I0246.png,0.19818280964718943
data/drowsy/ZB1173.png,0.26580876073880333
data/drowsy/L0471.png,0.23367615330538405
data/drowsy/I1158.png,0.23179540777932642
data/drowsy/M0104.png,0.1286980247807996
data/drowsy/ZB1615.png,0.19500859063217435
data/drowsy/W0618.png,0.275
data/drowsy/I0520.png,0.11619608099443868
data/drowsy/T0903.png,0.1570449088366325
data/drowsy/ZC0718.png,0.44843880269265074
data/drowsy/X1187.png,0.3029803884780724
data/drowsy/A0446.png,0.24223786468727213
data/drowsy/X0299.png,0.17222176997028887
data/drowsy/X1193.png,0.304241577283014
data/drowsy/A0452.png,0.2532478120852905
data/drowsy/M0110.png,0.12699765106696465
data/drowsy/ZB1601.png,0.17772207394667117
data/drowsy/L0303.png,0.29399878106391164
data/drowsy/T0917.png,0.19497087106507066
data/drowsy/I0534.png,0.2185060427393472
data/drowsy/S0228.png,0.27252719092554745
data/drowsy/J0391.png,0.21648580328812633
data/drowsy/H0041.png,0.38095690136310145
data/drowsy/ZB0279.png,0.2720899429386837
data/drowsy/K0182.png,0.25880113582483255
data/drowsy/I0252.png,0.26819513991954846
data/drowsy/L0465.png,0.2210380559329036
data/drowsy/ZB1167.png,0.261911658343544
data/drowsy/V0379.png,0.24081921415986557
data/drowsy/A0334.png,0.23471613680968684
data/drowsy/Y0920.png,0.13694390588382702
data/drowsy/N0945.png,0.11355732032155962
data/drowsy/ZA0392.png,0.303344059524944
data/drowsy/H0069.png,0.41083457854961825
data/drowsy/ZC0042.png,0.4179723476906313
data/drowsy/ZB0251.png,0.25746562430019293
data/drowsy/I1164.png,0.1562922358480101
data/drowsy/W0142.png,0.25944242035626475
data/drowsy/T0081.png,0.1469598353831031
data/drowsy/V0351.png,0.22272387504587016
data/drowsy/Y0908.png,0.1776490402614388
data/drowsy/A1002.png,0.22758952408747565
data/drowsy/M0138.png,0.1321770327584401
data/drowsy/ZB1629.png,0.23526430340508614
data/drowsy/W0624.png,0.28770796637677065
data/drowsy/R0013.png,0.2664503290459992
data/drowsy/S0200.png,0.25079821364015376
data/drowsy/ZC0724.png,0.26781791458662463
data/drowsy/V0423.png,0.27852564102564104
data/drowsy/W0630.png,0.2859615561802298
data/drowsy/I0508.png,0.18343729675934894
data/drowsy/R0007.png,0.25361080000344066
data/drowsy/S0214.png,0.21137367390331524
data/drowsy/ZC0730.png,0.3792400604985397
data/drowsy/F0189.png,0.48478464689188894
data/drowsy/A0308.png,0.2800221260791748
data/drowsy/A1016.png,0.2972885662334095
data/drowsy/ZA0386.png,0.20026385933607474
data/drowsy/N0951.png,0.13154000837901014
data/drowsy/ZC0056.png,0.3919980695023856
data/drowsy/ZB0245.png,0.2571370509235129
data/drowsy/N0789.png,0.13032040616561807
data/drowsy/I1170.png,0.23438454051009427
data/drowsy/L0459.png,0.21391743779893108
data/drowsy/W0156.png,0.2813242069801777
data/drowsy/T0095.png,0.1829576458216997
data/drowsy/V0345.png,0.2469149622735427
data/drowsy/ZC1348.png,0.3818054949279527
data/drowsy/N0762.png,0.1769494586832363
data/drowsy/O0571.png,0.3081210302918711
data/drowsy/ZA1073.png,0.17267364320831774
data/drowsy/J0346.png,0.18885428525512724
data/drowsy/H0096.png,0.413412173149076
data/drowsy/K0155.png,0.25819135407308097
data/drowsy/I0285.png,0.25815196806582796
data/drowsy/G0417.png,0.13634114123993465
data/drowsy/X1622.png,0.19571695804870892
data/drowsy/C0033.png,0.4425118536338815
data/drowsy/Y0049.png,0.12466685759067307
data/drowsy/A0485.png,0.22227375156634763
data/drowsy/F0162.png,0.43428763673924486
data/drowsy/X1144.png,0.18394436409525255
data/drowsy/G0371.png,0.15580830764617248
data/drowsy/K0633.png,0.30012931649630314
data/drowsy/J0420.png,0.1763788295714371
data/drowsy/W0803.png,0.2844385928682417
data/drowsy/O1109.png,0.19631359806094245
data/drowsy/T0718.png,0.17768924882021792
data/drowsy/O0217.png,0.2672618487257632
data/drowsy/ZC0903.png,0.3451853115571445
data/drowsy/N0004.png,0.16344827242684767
data/drowsy/K0627.png,0.3008398216824968
data/drowsy/P0328.png,0.1540469501657057
data/drowsy/W0817.png,0.2905046001466015
data/drowsy/J0434.png,0.2211345148280325
data/drowsy/O0203.png,0.23994537254362752
data/drowsy/ZC0917.png,0.37953863486285044
data/drowsy/N0010.png,0.19244038939031174
data/drowsy/A0491.png,0.1939844681289971
data/drowsy/F0176.png,0.4492673805709731
data/drowsy/X1150.png,0.18607789489266402
data/drowsy/G0365.png,0.1598738622237778
data/drowsy/G0403.png,0.08762357999162548
data/drowsy/X1636.png,0.23054771807738567
data/drowsy/X0528.png,0.1392360078385262
data/drowsy/C0027.png,0.31803629745703893
data/drowsy/O0565.png,0.3183663693740276
data/drowsy/J0352.png,0.20465640118383788
data/drowsy/H0082.png,0.3278731367214569
data/drowsy/ZA0379.png,0.1570775470887875
data/drowsy/K0141.png,0.2752309631179048
data/drowsy/I0291.png,0.24085320341198496
data/drowsy/X0500.png,0.21446335888103207
data/drowsy/Y0713.png,0.17047349076337234
data/drowsy/W0181.png,0.25394932420944605
data/drowsy/T0042.png,0.17520001473519622
data/drowsy/V0392.png,0.24407257439216812
data/drowsy/N0986.png,0.12174939079063701
data/drowsy/ZC0081.png,0.2749911834778418
data/drowsy/K0169.png,0.3400094268180758
data/drowsy/ZB0292.png,0.26143963591896136
data/drowsy/P0466.png,0.14471383961528295
data/drowsy/P0300.png,0.14134958949628418
data/drowsy/Q0113.png,0.24741122604049065
data/drowsy/N0038.png,0.12872106710664705
data/drowsy/Y0075.png,0.1842008048252211
data/drowsy/X0266.png,0.2565570047909565
data/drowsy/X1178.png,0.21345294858168956
data/drowsy/Y0061.png,0.17217897837864193
data/drowsy/X0272.png,0.12812896709804408
data/drowsy/E0089.png,0.3180002566310798
data/drowsy/G0359.png,0.13242805689240503
data/drowsy/P0314.png,0.16095543729115025
data/drowsy/ZA0423.png,0.19706513743061563
data/drowsy/Q0107.png,0.20474491899316355
data/drowsy/J0408.png,0.20526557388802003
data/drowsy/U0245.png,0.25357958318286766
data/drowsy/ZB1198.png,0.20226288042107807
data/drowsy/W0195.png,0.27040639674859945
data/drowsy/T0056.png,0.15382269136998303
data/drowsy/O0559.png,0.276238701571435
data/drowsy/V0386.png,0.19467771778054505
data/drowsy/N0992.png,0.0997686409374988
data/drowsy/ZA0345.png,0.2725971689889496
data/drowsy/ZC0095.png,0.40845424570291694
data/drowsy/P0472.png,0.1428345492693449
data/drowsy/ZB0286.png,0.2621432703979407
data/drowsy/X0514.png,0.21441113589779742
data/drowsy/Y0707.png,0.17438562393682236
data/drowsy/Y0698.png,0.1617021603409322
data/drowsy/A0254.png,0.25386261714253694
data/drowsy/C0184.png,0.4412754492739623
data/drowsy/V0219.png,0.23211033236663337
data/drowsy/ZC1214.png,0.33659540405297206
data/drowsy/M0716.png,0.21486497169460922
data/drowsy/ZB1007.png,0.27395365882797057
data/drowsy/ZB0319.png,0.2961584637784642
data/drowsy/I0332.png,0.23433649595591943
data/drowsy/H0121.png,0.4092183987945405
data/drowsy/Q0098.png,0.22346080460131965
data/drowsy/S0348.png,0.2763442092443093
data/drowsy/T0877.png,0.11306899946570584
data/drowsy/L0263.png,0.2634707348541463
data/drowsy/A0532.png,0.19492018914634954
data/drowsy/E0116.png,0.3086721918956216
data/drowsy/A0526.png,0.2155209082244452
data/drowsy/ZC0678.png,0.37058384715174975
data/drowsy/H0653.png,0.4923879184180581
data/drowsy/T0863.png,0.1133319878039075
data/drowsy/L0277.png,0.259387416798861
data/drowsy/W0778.png,0.30188027898646186
data/drowsy/M0064.png,0.1332299391691768
data/drowsy/M0702.png,0.2032835136331167
data/drowsy/ZC1200.png,0.30922987654741474
data/drowsy/ZB1013.png,0.2345276139665411
data/drowsy/I1038.png,0.21613729078331967
data/drowsy/I0326.png,0.22409757403035452
data/drowsy/N0819.png,0.11294048687252015
data/drowsy/A0240.png,0.2132077848328381
data/drowsy/C0190.png,0.43066715312943243
data/drowsy/V0225.png,0.24722196096365973
data/drowsy/ZC1228.png,0.33129103046695735
data/drowsy/I1010.png,0.22589120469005172
data/drowsy/L0539.png,0.2655410735396596
data/drowsy/W0036.png,0.2806406492145632
data/drowsy/ZB0325.png,0.17594621809032668
data/drowsy/N0831.png,0.10946998163039082
data/drowsy/S0412.png,0.20528870099483892
data/drowsy/ZC0136.png,0.3912027559660629
